,user.id,create_at,text,Movie
29923,723224448,12/21/21,Once I like someone I really b acting like zendaya omg,Spider-Man No Way Home (2021)
21994,1859626903,12/17/21,bruh nooo waaayyyyy he dies ??? =- #SpiderMan,Spider-Man No Way Home (2021)
24002,166959365,12/18/21,Out for dinner before catching the new Spiderman. We we're really hungry so the portion sizes here drew us back in. Can't get enough of that moose! @ Camp Ticonderoga https://t.co/ujXXxgKA3C,Spider-Man No Way Home (2021)
24317,178938775,12/17/21,"CAN WE TALK ABOUT THE FILIPINO REPRESENTATION IN #SpiderManNoWayHome @SpiderManMovie as a proud Filipino, that scene at Neds lolas house was perfection!",Spider-Man No Way Home (2021)
22466,7.12E+17,12/17/21,Watching spiderman was just as fun as watching end game deadass,Spider-Man No Way Home (2021)
23211,2788489144,12/19/21,#106khq #radio #podcast #petoskey #gaylord #michigan #cinema #spidermannowayhome #author #adambray @ 106 Khq https://t.co/t4t0muckO0,Spider-Man No Way Home (2021)
27542,1.47E+18,12/19/21,"people JUST NOW wanting a tasm 3 is going to be drive me to insanity....... ANDREW GARFIELD HAS ALWAYS BEEN THE BEST PETER PARKER, YALL WERE JUST HATING ON HIM FOR NO REASON<<<<",Spider-Man No Way Home (2021)
25684,136344406,12/17/21,"#FBF to when the great Stan Lee was at @OracleParkSF to kick off #MarvelNight& No spoilers, but I saw #SpiderMan #NoWayHome yesterday and it was Amazing! https://t.co/spWTtsVk8G",Spider-Man No Way Home (2021)
30895,1.11E+18,12/17/21,They saying that spider man movie lit might have to check it out #SpiderManNowWayHome,Spider-Man No Way Home (2021)
20185,85711913,12/17/21,"@SpiderManMovie was absolutely fantastic! No spoilers from me, so dont worry, but yeah&wow. It was pure. Nostalgia, comedy, action, warmth, depth, repercussions. The movie had magnitude to it. Im out of this earth happy with #SpiderManNoWayHome! #SpiderMan Thank you, everyone. https://t.co/g7RzcI9pFa",Spider-Man No Way Home (2021)
21620,45494833,12/18/21,They treating Tom Holland like Juelz in London,Spider-Man No Way Home (2021)
25148,3820453581,12/17/21,#SpiderMan ready! https://t.co/5eTyi9XEVl,Spider-Man No Way Home (2021)
26862,1.33E+18,12/17/21,"#SpiderManNoWayHome 
Last night showing https://t.co/pYoetqJZtr",Spider-Man No Way Home (2021)
29911,33321397,12/21/21,"Zendaya looks so beautiful in Closeups on the big screen. Not everyone is made to exist in this space, and she commands it so well.",Spider-Man No Way Home (2021)
21624,1.40E+18,12/18/21,@AnneGee_ Loved it #SpiderMan,Spider-Man No Way Home (2021)
23235,118898777,12/19/21,Pumped to finally go see #SpiderMan today. Gonna watch it in #4DX 1 not sure if its worth it but well see #SpiderManNowWayHome,Spider-Man No Way Home (2021)
27144,8.92E+17,12/20/21,Zendaya - Marie / Malcom & Marie,Spider-Man No Way Home (2021)
29600,57185433,12/17/21,"I cried A LOT. 
#SpiderMan #nowayhome 
Is >/>/>/",Spider-Man No Way Home (2021)
22864,18168710,12/17/21,"Went to go see #SpiderManNoWayHome last night and Im still thinking about it this morning. What a beautifully-crafted story and movie! Right up there with the Infinity War saga, imo. @Sony @MarvelStudios",Spider-Man No Way Home (2021)
22494,274597024,12/17/21,Random Friday off. Let's see if it's worth the hype. #SpiderManNoWayHome https://t.co/ZzVHOehC4j,Spider-Man No Way Home (2021)
22293,410414762,12/21/21,When will Andrew Garfield win?,Spider-Man No Way Home (2021)
26625,9.93E+17,12/18/21,Spider-Man movie with my man later today >p #SpiderManNoWayHome,Spider-Man No Way Home (2021)
25281,40791242,12/18/21,Might have to just see #SpiderMan on Monday smh.,Spider-Man No Way Home (2021)
29683,262841011,12/18/21,@MikeCrissinger2 Zendaya will always be hot,Spider-Man No Way Home (2021)
23654,8.94E+17,12/19/21,No Way Home was everything and more. #SpiderMan #SpiderManNowWayHome,Spider-Man No Way Home (2021)
30537,3321448968,12/17/21,Spiderman was amazing. I need to go see it again.,Spider-Man No Way Home (2021)
29510,25726184,12/23/21,i have become obsessed with Andrew Garfield bc of everyone talking about him bc of NWH i would die for him,Spider-Man No Way Home (2021)
25091,36297503,12/22/21,#SpiderManNoWayHome fuck =-=-=- yall really came through.,Spider-Man No Way Home (2021)
28106,3382364637,12/17/21,#SpiderManNoWayHome was absolutely phenomenal and was everything I hoped for! Truly one of the greatest movies Ive seen to date. The atmosphere of the theater and everything was just absolutely insane! Super emotional and exciting!,Spider-Man No Way Home (2021)
30045,545676783,12/17/21,"#SpiderManNoWayHome was absolutely incredible!! One of those movies I wish I could see again for the first time. @albritton9 might be right, it might be better than #AvengersEndgame =@>-=O<�",Spider-Man No Way Home (2021)
29465,40719312,12/21/21,Whats the over/under that #SpiderMan shows up in the #HawkeyeSeries finale tomorrow?,Spider-Man No Way Home (2021)
22048,1.09E+18,12/19/21,New movie <<� SpidermanNoWayHome https://t.co/z9eYP3mOPD,Spider-Man No Way Home (2021)
23969,7.18E+17,12/17/21,#SpiderManNowWayHome should get nominated for an Oscar but we all know the academy too scared https://t.co/JUqcdtECg0,Spider-Man No Way Home (2021)
30976,32476610,12/18/21,Im watching the amazing spider man with the kids and sophia asked me why does this spider man keep taking off his mask to show hes spider man.. shouldnt even have a mask #SpiderMan =>#= https://t.co/t7thUuGMKV,Spider-Man No Way Home (2021)
30364,2777997185,12/23/21,@communistbug I DONT DISLIKE THE TASM MOVIES BECAUSE OF ANDY I DISLIKE THEM BECAUSE THEYRE SHITTY MOVIES (and also andrews spiderman/peter parker is kinda wack to me but its a whole thing blah blah blah),Spider-Man No Way Home (2021)
20584,14732530,12/17/21,"Let the web slinging begin! 
#SpiderMan #NoWayHome #MarvelStudios #Marvel #LasVegas #MCU #PeterParker https://t.co/geJPHtN9X6",Spider-Man No Way Home (2021)
26450,411927486,12/17/21,#SpiderManNoWayHome BEST MOVIE EVER.,Spider-Man No Way Home (2021)
47,66857902,12/6/21,"Had front row seats to this amazing cast from Netflixs DONT LOOK UP, & got chosen to ask a question! Adam McKay & then Meryl Streep gave tremendous answers about what gives them hope&Jonah Hill got a great laugh. So surreal to be speaking directly w these absolute icons. https://t.co/u6G0GziOYw",Don’t Look Up (2021)
4345,1.46E+18,11/24/21,@nrg_sf @OfficialSambuca @church_gaga @ladygaga @Madonna @MadonnaIllumin1 @george_clinton @eltonofficial @ChurchGaga @Madonnaillunina @HarryAndMeghan @Playboy_MAG @yokoono When @britneyspears soul cried out to me I felt every bit of pain that she went through I never experienced anything like that v she is the most. Sacred godchild to me after Lady Gaga Katy Perry she'll be the next to hit number one v one h@OutpostStudios,House of Gucci (2021)
4655,1.36E+18,11/24/21,watchin house of gucci tn,House of Gucci (2021)
4661,1.23E+18,11/24/21,#HouseOfGucci is kind of a mess but I still loved it because of #AdamDriver and #LadyGaga Phaedra's Adventures: House of Gucci https://t.co/H8nzW9Q9DR,House of Gucci (2021)
4782,26881131,11/28/21,okay i guess my adhd ass really liked house of gucci bc not once did i realize how long it was. mf was captivated,House of Gucci (2021)
4369,2610695864,11/27/21,House of Gucci prob was like a 6 or 7 out of 10. They really couldve threw it on HBOMax,House of Gucci (2021)
5334,1.45E+18,11/27/21,lady gaga valid =O,House of Gucci (2021)
5347,2202363805,11/24/21,HOUSE OF GUCCI,House of Gucci (2021)
4317,2610695864,11/27/21,Havent heard anyone say anything about House of Gucci. I might see it tonight,House of Gucci (2021)
41678,28752293,12/13/21,"West Side Story is a TRIUMPH.

Welcome, Rachel Zegler!! Bravissima!!

Made this retired Theatre Kid very happy. It speaks volumes to the intensity of the show that even when you know whats coming, it still HITS you.",West Side Story (2021)
42129,1.06E+18,12/15/21,"Hot topics included Tommy Lasorda's fly being down & West Side Story

https://t.co/chgnDt5F59",West Side Story (2021)
41819,33442880,12/13/21,The fight scene in west side story is a real testament to just how dumb men truly are,West Side Story (2021)
41895,382997644,12/11/21,"@xtinatucker Its one of those things where you see it and go ooh, Spielberg, West Side Story but faced with the proposition of actually going to see it, you sit and go eh, I dunno, its fascinating, just another thing folks werent asking for lol",West Side Story (2021)
42288,299457459,12/14/21,"West Side Story was, and still is, condescending.",West Side Story (2021)
41688,628784749,12/10/21,West Side Story is the real deal. Pure Hollywood magic.,West Side Story (2021)
43501,2446186669,8/27/21,they really got kourtney kardashian in a movie with addison rae. yes i am watching it #HesAllThat,He’s All That (2021)
42495,758868464,6/4/21,Let me watch In The Heights and critique it,In The Heights (2021)
42499,35646496,6/9/21,"In The Heights Interview with Corey Hawkins, Leslie Grace, and Melissa B... https://t.co/ekGjBwnjEk @MovieSceneQueen",In The Heights (2021)
42441,2614832958,6/9/21,i cant wait to see In The Heights,In The Heights (2021)
40626,56536070,5/28/21,"Para disfrutar en familia, pareja o solo, este fin de semana, #LasRecomendaciones de #ElBronco de #LaGranD #BroncoShow #FriendsTheReunion #Cruella #AQuietPlace2 @hbomax @disneyplus https://t.co/vOdr5vnhPt",Cruella (2021)
40708,1.34E+18,6/2/21,Coco is excited but scared to watch this Cruella movie,Cruella (2021)
42017,23393212,5/31/21,ugh i guess ill watch cruella,Cruella (2021)
40809,1.33E+18,6/1/21,Cruella 8/10,Cruella (2021)
41427,40786074,6/1/21,on a date w/ lex & watching #Cruella again =),Cruella (2021)
39915,217700557,5/29/21,The music selection in Cruella was elite. Didnt think I would enjoy that much,Cruella (2021)
41164,235446476,5/28/21,"Sending @disneyd to my #cruella sister #emmastone here's to our next chapter, #LongLiveCruellaDeVille #descendants @disneychannel @kennyortegablog @sofiacarson @dovecameron @chinamcclain @thecameronboyce<9( @ Disney https://t.co/OsaxYqEDQI",Cruella (2021)
41131,171985468,6/1/21,#SexyCruella?? Or #BadassCruella?? >>> I cant wait to find out!! ===,Cruella (2021)
41015,263486128,5/31/21,Smoking and watching #Cruella,Cruella (2021)
39990,170749310,6/2/21,@Feisty_Ginger_6 Emma Stone should rock this part.,Cruella (2021)
40471,31479985,5/31/21,"So the Cruella film gave me life, snatched it out of me, made me gag on all that Elaganza honey and made my Sunday fun day so much better #Cruella #CruellaDeVil #EmmaStone #cruellamovie =Q=Q",Cruella (2021)
40177,316012005,5/31/21,Cruella was amazing!,Cruella (2021)
41066,7.18E+17,5/29/21,"So, Cruella was a bit of silly fun but I actually had a really good time with it. Emma and Emma were fabulous. But I cant get over their decision to make Pongo and Perdita littermates. No maam. That is NOT canon. #Cruella",Cruella (2021)
40690,2243687109,5/31/21,I wanna watch Cruella :(,Cruella (2021)
40948,533386463,5/28/21,#Cruella was very good. Loved the chaotic energy that reeks from it. And the needle drops were amazing.,Cruella (2021)
41309,1.12E+18,5/31/21,Omg #Cruella was so good!!,Cruella (2021)
40527,2887836579,5/29/21,Both Emmas performances I should say. Amazing I loved it so much #Cruella will definitely be giving a rewatch https://t.co/osHaa6C54v,Cruella (2021)
39981,19686089,6/1/21,Cruella is live action Disney done right.,Cruella (2021)
40697,86596738,6/1/21,"Monday at the Movies!

@disneycruella and @disneyraya time at the @theshowboatdrivein with @c.yanda15! 

Happy Memorial Day, yall! 

<<�=�=>�=k<� @ The Showboat Drive In https://t.co/dECG1sBtza",Cruella (2021)
22695,2493252638,8/13/21,Free Guy was cool https://t.co/LwrRqa3AhD,Free Guy (2021)
23155,17166260,8/17/21,"Birthday movie, this year, was Free Guy. I LOVED it = https://t.co/wz1oN2quqE",Free Guy (2021)
23037,38065145,8/16/21,Free guy was such a great movie >r,Free Guy (2021)
22796,27309645,8/18/21,HOLY SHIT FREE GUY WAS AMAZING,Free Guy (2021)
6111,2232824610,6/18/21,We started watching Luca on Disney+ & Chuy LOVED it. Hes down for his nap@now but when we wakes up we are defensive finishing it.,Luca (2021)
7466,103919118,6/18/21,@PixarLuca @disneyplus One more more ;) try. #PixarLuca��� and #Sweepstakes,Luca (2021)
6330,1.08E+18,6/19/21,"@jaymartinez1973,@DoraFarooq,@lilyandlucasj this is so cute=",Luca (2021)
7538,80239819,6/22/21,@bbelewis3 @CoachCoriClose @LucasJardin =%=%=%,Luca (2021)
5763,93090248,6/21/21,"Opinion: list of people you should be following 
@ginacarano 
@TheLucasBlack 
@johnlcooper 
@ImJohnOHurley 
@charliekirk11 
@ZubyMusic @GitRDoneLarry 
@RobSchneider 
@RealJamesWoods 
@yoalexrapz",Luca (2021)
7685,260947452,6/20/21,@ZacharyRogerO Im watching Luca rn and noticing the same thing,Luca (2021)
6827,1.25E+18,6/18/21,@LucasDiamond_ Baby,Luca (2021)
7649,1.26E+18,6/18/21,I'll wait to watch #Luca after work https://t.co/F7LYOVkuxR,Luca (2021)
6586,192774692,6/21/21,have yall seen #Luca yet? shit fire ngl,Luca (2021)
5886,1.34E+18,6/23/21,@BobbyGBklyn @TimSabean @phil_smolowitz @winecrazy @TCucci @pstsr55 @VictorLucatorto @FiveMonkeysBBQ @WilfordTracy Ha!,Luca (2021)
6495,139462068,6/22/21,Trae the truth live performance * exclusive images at Heavyrotationmagazine https://t.co/CcYG9hlF2H #BeastSecondLook #MUSICDAY #Crypto #Google #Isles #KeepitOn #Luca #PrimeDay,Luca (2021)
6269,2363760096,6/22/21,"Fvck I'm so sorry this is happening again. Anyone who reads this please think a lil kind word and send a prayer for Daniel =
You can make it. You already have. This is gonna be THE time you beat it FOR GOOD @daniellucasox",Luca (2021)
6392,36542220,6/22/21,@ZacharyLerner @likaluca Adams4Me,Luca (2021)
7671,1.17E+18,6/19/21,"@lucas_cala5 Chris, Ralph, Richie",Luca (2021)
6302,540807611,6/18/21,I cant watch Luca until 8pm tomorrow =�,Luca (2021)
5855,9.78E+17,6/21/21,A couple wins today for 15U. @ddunstan5 and Matt Gardner each hit =� =� @jack_webs19 with a clutch 2 RBI single. @Zackphillips132 RBI double. @cburkestone lites out on the bump with 5Ks over 3.2 IP. @LucasMirti tripled.,Luca (2021)
6265,34932752,6/21/21,"At 4:24 AM EDT, 1 W Harbor View [Lucas Co, OH] C-MAN STATION reports MARINE TSTM WIND of M43 MPH. 37 KNOT WIND GUST AT C-MAN STATION THRO1 TOLEDO, OH. https://t.co/qWG3ioY39N",Luca (2021)
5891,1.10E+18,6/23/21,"Holly mmff fuuuckk!!!

Yyyyaass!!
@peytonburson @NicoleD32806317 @LucasMacattack @Fun_W0W @lilstaze @LandonHoldridge @kenziegrohs @KyleeLeitz https://t.co/d3bYdgMaa5",Luca (2021)
6867,2216356542,6/20/21,@HeTheyLucas Ahaha thanks dude!,Luca (2021)
7196,1.39E+18,6/21/21,@therealLucas15 LOVE U BROd><�,Luca (2021)
6655,1377271976,6/19/21,@SDunkule @AppezzatoPenny @LoaderNancy @DorothyEubank16 @Skippie87 @yov_harrison09 @swaknan @chadwicktimms @AnettGyurina @chocolatefan88 @Elianesabia @ElenaBattagli13 @GianLuca180268 @RSeliskar @Jonice2720 You are very welcome. Have a beautiful day. <<,Luca (2021)
